id,language,sector,solution,intent,query,canonical_url,status,indexed,search_signal,ai_citation
237,en,Cross-sector,Synapse Automate,risk,How should AI automation handle missing source data?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
238,en,Cross-sector,Synapse Automate,proof,What evidence should an enterprise AI automation vendor publish?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
239,en,Cross-sector,Synapse Automate,metric,How to measure AI workflow reliability?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
240,en,Cross-sector,Synapse Automate,vendor,How to choose a safe AI automation pilot?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
241,en,Cross-sector,Synapse Automate,how,How to design human-approved AI automation?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
242,en,Cross-sector,Synapse Automate,risk,How should AI automation handle missing source data?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
243,en,Cross-sector,Synapse Automate,proof,What evidence should an enterprise AI automation vendor publish?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
244,en,Cross-sector,Synapse Automate,metric,How to measure AI workflow reliability?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
245,en,Cross-sector,Synapse Automate,vendor,How to choose a safe AI automation pilot?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
246,en,Cross-sector,Synapse Automate,how,How to design human-approved AI automation?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
247,en,Cross-sector,Synapse Automate,risk,How should AI automation handle missing source data?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
248,en,Cross-sector,Synapse Automate,proof,What evidence should an enterprise AI automation vendor publish?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
249,en,Cross-sector,Synapse Automate,metric,How to measure AI workflow reliability?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
250,en,Cross-sector,Synapse Automate,vendor,How to choose a safe AI automation pilot?,https://synapseautomate.github.io/kanit/ai-otomasyon-kanit-metodolojisi.html,planned,unknown,unknown,unknown
